img_id,turn_index,source_img,target_img,instruction
284698,1,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/284698-input.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/284698-output1.png,Add a car on the road.
284698,2,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/284698-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/284698-output2.png,Give the man sunglasses.
284698,3,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/284698-output2.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/284698-output3.png,Remove the man's wrist watch.
326592,1,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/326592-input.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/326592-output1.png,What if there is flowers in the field?
293802,1,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/293802-input.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/293802-output1.png,make the guy blonde
293802,2,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/293802-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/293802-output2.png,give him a cellphone
293802,3,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/293802-output2.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/293802-output3.png,change his shoes to pink
358255,1,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/358255-input.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/358255-output1.png,remove the blanket
358255,2,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/358255-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/358255-output2.png,add a pug in the room
358255,3,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/358255-output2.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/358255-output3.png,add a golden frame on the window
4134,1,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/4134-input.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/4134-output1.png,Change the tie color from yellow to black.
4134,2,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/4134-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/4134-output2.png,Change the man on the left's clothing to a suit.
4134,3,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/4134-output2.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/4134-output3.png,Change the behavior from hand shaking to passing on an envelope.
371132,1,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/371132-input.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/371132-output1.png,let there be avocados
371132,2,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/371132-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/371132-output2.png,let the window view show a garden
371132,3,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/371132-output2.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/371132-output3.png,let the computer screen show an error webpage
229302,1,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/229302-input.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/229302-output1.png,Get rid of the lemon.
229302,2,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/229302-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/229302-output2.png,Make the sandwich a hamburger.
229302,3,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/229302-output2.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/229302-output3.png,Add some ketchup on the side.
250284,1,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/250284-input.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/250284-output1.png,Could we have a river next to the hill?
250284,2,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/250284-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/250284-output2.png,Can we have a forest on the top?
572734,1,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/572734-input.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/572734-output1.png,make the bed empty
572734,2,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/572734-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/572734-output2.png,add an red carpet
349947,1,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/349947-input.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/349947-output1.png,change the television into a painting in the wall
349947,2,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/349947-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/349947-output2.png,add lights on the wall
349947,3,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/349947-output2.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/349947-output3.png,let the bed be a white couch
446670,1,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/446670-input.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/446670-output1.png,replace the bananas with oranges
446670,2,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/446670-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/446670-output2.png,add a champagne bottle
446670,3,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/446670-output2.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/446670-output3.png,add a painting on the wall
566704,1,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/566704-input.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/566704-output1.png,remove the man and add a panda
566704,2,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/566704-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/566704-output2.png,put teddy bears in place of the regular teddy bears
463844,1,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/463844-input.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/463844-output1.png,Let's add a bottle of wine in the counter.
113720,1,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/113720-input.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/113720-output1.png,Remove the finger of the person taking the photo.
168932,1,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/168932-input.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/168932-output1.png,Should it be a truck insted of a bus.
168932,2,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/168932-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/168932-output2.png,Put a white car next to the truck.
168932,3,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/168932-output2.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/168932-output3.png,We can have some clouds on the sky.
527759,1,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/527759-input.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/527759-output1.png,Let the chicken be replaced by beef steak.
145978,1,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/145978-input.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/145978-output1.png,Let a tornado emerge.
193062,1,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/193062-input.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/193062-output1.png,Get rid of the can of soda.
397184,1,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/397184-input.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/397184-output1.png,the bat should be red.
397184,2,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/397184-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/397184-output2.png,Put a car on the background.
397184,3,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/397184-output2.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/397184-output3.png,Can the helmet be blue?
308476,1,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/308476-input.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/308476-output1.png,Make it a grizzly bear.
308476,2,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/308476-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/308476-output2.png,Give the bear a hat.
308476,3,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/308476-output2.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/308476-output3.png,Add a cub.
293820,1,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/293820-input.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/293820-output1.png,make the woman blow a bubble
293820,2,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/293820-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/293820-output2.png,let the woman be in a bridal gown
293820,3,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/293820-output2.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/293820-output3.png,make the cake round
343650,1,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/343650-input.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/343650-output1.png,let the red shirt be blue
343650,2,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/343650-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/343650-output2.png,add a plate of chicken wings
343650,3,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/343650-output2.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/343650-output3.png,let it be a white table
220042,1,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/220042-input.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/220042-output1.png,have a lion watching the elephant
401446,1,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/401446-input.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/401446-output1.png,put a small dog next to her
401446,2,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/401446-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/401446-output2.png,decorate a tree for Christmas
233543,1,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/233543-input.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/233543-output1.png,Tint the glasses.
233543,2,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/233543-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/233543-output2.png,Make the phone a ball.
233543,3,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/233543-output2.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/233543-output3.png,Make her yawn.
41990,1,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/41990-input.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/41990-output1.png,Add a mountain ladscape
41990,2,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/41990-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/41990-output2.png,Add her some sunglasses
181303,1,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/181303-input.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/181303-output1.png,hang a bird from the kite strings.
214024,1,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/214024-input.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/214024-output1.png,Let's add a dog under the bed.
567665,1,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/567665-input.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/567665-output1.png,What if it was a yellow bus?
174103,1,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/174103-input.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/174103-output1.png,make the six snowboards turn into a surfboard
174103,2,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/174103-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/174103-output2.png,place a duck in the image
197934,1,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/197934-input.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/197934-output1.png,make the window look out to the sea
197934,2,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/197934-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/197934-output2.png,remove the plants and add a birthday cake and candies.
79512,1,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/79512-input.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/79512-output1.png,Have the woman be wearing heart-shaped sunglasses
79512,2,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/79512-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/79512-output2.png,Have there be a bow in the woman's hair
79512,3,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/79512-output2.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/79512-output3.png,Have the woman be holding a baby
274509,1,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/274509-input.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/274509-output1.png,let the TV show animals
274509,2,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/274509-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/274509-output2.png,let the people have dark hair
274509,3,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/274509-output2.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/274509-output3.png,let the couch be red
281029,1,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/281029-input.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/281029-output1.png,let the teddy bear wear a policeman's dress
281029,2,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/281029-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/281029-output2.png,make the teddy bear shout
281029,3,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/281029-output2.png,/home/jovyan/BA/Github/MagicBrush/train-00015-of-00051-b0616f1aa69cc303/281029-output3.png,let the teddy bear look up with its big eyes
140840,1,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/140840-input.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/140840-output1.png,Let the white fish kite lie on the ground.
580538,1,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/580538-input.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/580538-output1.png,change the pliers to a hammer
580538,2,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/580538-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/580538-output2.png,add a cup of coffee
580538,3,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/580538-output2.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/580538-output3.png,replace the knife with a bottle
482319,1,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/482319-input.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/482319-output1.png,Remove the woman.
482319,2,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/482319-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/482319-output2.png,Replace the baby with a dog.
267106,1,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/267106-input.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/267106-output1.png,turn the bigger suit case into a refrigerator
32646,1,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/32646-input.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/32646-output1.png,let the painting have geometric shapes
32646,2,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/32646-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/32646-output2.png,let a cat sit on a couch
32646,3,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/32646-output2.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/32646-output3.png,let there be a champagne bottle on the table
322959,1,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/322959-input.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/322959-output1.png,Replace the bread with tortillas.
322959,2,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/322959-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/322959-output2.png,Replace the fruit with cheese.
432019,1,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/432019-input.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/432019-output1.png,Change the umbrella color to black.
131197,1,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/131197-input.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/131197-output1.png,let the woman be in a business suit
131197,2,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/131197-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/131197-output2.png,change the sheep into a pig
131197,3,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/131197-output2.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/131197-output3.png,let the woman have blonde hair
229388,1,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/229388-input.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/229388-output1.png,Give the man glasses.
24554,1,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/24554-input.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/24554-output1.png,Let the woman on the left have short hair.
456310,1,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/456310-input.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/456310-output1.png,display the image of a cat on the computer
456310,2,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/456310-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/456310-output2.png,get rid of the mouse
456310,3,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/456310-output2.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/456310-output3.png,get rid of the mousepad
69138,1,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/69138-input.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/69138-output1.png,Make the light have a smiley face instead of a sad face.
377091,1,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/377091-input.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/377091-output1.png,let the plate have thai food
377091,2,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/377091-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/377091-output2.png,change the bowl of soup into a bowl of chocolate mousse
377091,3,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/377091-output2.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/377091-output3.png,let the person wear a tank top
131101,1,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/131101-input.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/131101-output1.png,Add another person under the umbrella.
369207,1,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/369207-input.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/369207-output1.png,Could we have a phone on the table?
369207,2,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/369207-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/369207-output2.png,Can we have a laptop on the table?
369207,3,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/369207-output2.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/369207-output3.png,Put a mouse next to the phone.
52703,1,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/52703-input.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/52703-output1.png,Change one of the pizzas to a salad
52703,2,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/52703-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/52703-output2.png,Change the woman's drink to a glass of wine
52703,3,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/52703-output2.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/52703-output3.png,Have there be mushrooms on the pizza
369470,1,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/369470-input.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/369470-output1.png,add a woman walking near the cars
369470,2,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/369470-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/369470-output2.png,let the cars have drivers in them
369470,3,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/369470-output2.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/369470-output3.png,add a rocket up in the sky
350623,1,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/350623-input.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/350623-output1.png,make the sink have a pile of bell peppers on it
333697,1,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/333697-input.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/333697-output1.png,Remove the writing from the signs.
333697,2,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/333697-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/333697-output2.png,Add a bird on top of one of the signs.
492041,1,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/492041-input.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/492041-output1.png,give the man a baseball bat
492041,2,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/492041-output1.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/492041-output2.png,let the man wear a sun hat
492041,3,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/492041-output2.png,/home/jovyan/BA/Github/MagicBrush/train-00016-of-00051-2ce592a2aa4c0b2d/492041-output3.png,give the man a tie
